    Date   Clo Balance   Open Profit        Equity
01-17-1983    1000000.00     183462.50    1183462.50
01-18-1983    1000000.00     182812.50    1182812.50
01-19-1983    1000000.00     169162.50    1169162.50
01-20-1983    1000000.00     178262.50    1178262.50
01-21-1983    1000000.00     153887.50    1153887.50
01-24-1983    1000000.00     139262.50    1139262.50
01-25-1983    1000000.00     142837.50    1142837.50
01-26-1983    1000000.00     142512.50    1142512.50
01-27-1983    1000000.00     169487.50    1169487.50
01-28-1983    1000000.00     163312.50    1163312.50
01-31-1983    1000000.00     175337.50    1175337.50
02-01-1983    1000000.00     149662.50    1149662.50
02-02-1983    1000000.00     154862.50    1154862.50
02-03-1983    1000000.00     160387.50    1160387.50
02-04-1983    1000000.00     183137.50    1183137.50
02-07-1983    1000000.00     184112.50    1184112.50
02-08-1983    1000000.00     168512.50    1168512.50
02-09-1983    1000000.00     168512.50    1168512.50
02-10-1983    1000000.00     193537.50    1193537.50
02-11-1983    1000000.00     185737.50    1185737.50
02-14-1983    1000000.00     199712.50    1199712.50
02-15-1983    1000000.00     189312.50    1189312.50
02-16-1983    1000000.00     182162.50    1182162.50
02-17-1983    1000000.00     187362.50    1187362.50
02-18-1983    1000000.00     188662.50    1188662.50
02-22-1983    1000000.00     169162.50    1169162.50
02-23-1983    1000000.00     184437.50    1184437.50
02-24-1983    1000000.00     204587.50    1204587.50
02-25-1983    1000000.00     200037.50    1200037.50
02-28-1983    1000000.00     188337.50    1188337.50
03-01-1983    1000000.00     209787.50    1209787.50
03-02-1983    1000000.00     210112.50    1210112.50
03-03-1983    1000000.00     214662.50    1214662.50
03-04-1983    1000000.00     217262.50    1217262.50
03-07-1983    1000000.00     216937.50    1216937.50
03-08-1983    1000000.00     200687.50    1200687.50
03-09-1983    1000000.00     212062.50    1212062.50
03-10-1983    1000000.00     199712.50    1199712.50
03-11-1983    1000000.00     201337.50    1201337.50
03-14-1983    1000000.00     203937.50    1203937.50
03-15-1983    1000000.00     205237.50    1205237.50
03-16-1983    1000000.00     184112.50    1184112.50
03-17-1983    1000000.00     185087.50    1185087.50
03-18-1983    1000000.00     191587.50    1191587.50
03-21-1983    1000000.00     204262.50    1204262.50
03-22-1983    1000000.00     196462.50    1196462.50
03-23-1983    1000000.00     219862.50    1219862.50
03-24-1983    1000000.00     220837.50    1220837.50
03-25-1983    1000000.00     209787.50    1209787.50
03-28-1983    1000000.00     209787.50    1209787.50
03-29-1983    1000000.00     204262.50    1204262.50
03-30-1983    1000000.00     218887.50    1218887.50
03-31-1983    1000000.00     201337.50    1201337.50
04-04-1983    1000000.00     210112.50    1210112.50
04-05-1983    1000000.00     200687.50    1200687.50
04-06-1983    1000000.00     198087.50    1198087.50
04-07-1983    1000000.00     201012.50    1201012.50
04-08-1983    1000000.00     201337.50    1201337.50
04-11-1983    1000000.00     222462.50    1222462.50
04-12-1983    1000000.00     225712.50    1225712.50
04-13-1983    1000000.00     230587.50    1230587.50
04-14-1983    1000000.00     243912.50    1243912.50
04-15-1983    1000000.00     242612.50    1242612.50
04-18-1983    1000000.00     248137.50    1248137.50
04-19-1983    1000000.00     240987.50    1240987.50
04-20-1983    1000000.00     255612.50    1255612.50
04-21-1983    1000000.00     252687.50    1252687.50
04-22-1983    1000000.00     253012.50    1253012.50
04-25-1983    1000000.00     242287.50    1242287.50
04-26-1983    1000000.00     268287.50    1268287.50
04-27-1983    1000000.00     266662.50    1266662.50
04-28-1983    1000000.00     275762.50    1275762.50
04-29-1983    1000000.00     281937.50    1281937.50
05-02-1983    1000000.00     274137.50    1274137.50
05-03-1983    1000000.00     275112.50    1275112.50
05-04-1983    1000000.00     281612.50    1281612.50
05-05-1983    1000000.00     285837.50    1285837.50
05-06-1983    1000000.00     303062.50    1303062.50
05-09-1983    1000000.00     300462.50    1300462.50
05-10-1983    1000000.00     300462.50    1300462.50
05-11-1983    1000000.00     293312.50    1293312.50
05-12-1983    1000000.00     287787.50    1287787.50
05-13-1983    1000000.00     292337.50    1292337.50
05-16-1983    1000000.00     281937.50    1281937.50
05-17-1983    1000000.00     283887.50    1283887.50
05-18-1983    1000000.00     274137.50    1274137.50
05-19-1983    1000000.00     268287.50    1268287.50
05-20-1983    1000000.00     266987.50    1266987.50
05-23-1983    1000000.00     279987.50    1279987.50
05-24-1983    1000000.00     294287.50    1294287.50
05-25-1983    1000000.00     299162.50    1299162.50
05-26-1983    1000000.00     294287.50    1294287.50
05-27-1983    1000000.00     290712.50    1290712.50
05-31-1983    1000000.00     268612.50    1268612.50
06-01-1983    1000000.00     273487.50    1273487.50
06-02-1983    1000000.00     283237.50    1283237.50
06-03-1983    1000000.00     284537.50    1284537.50
06-06-1983    1000000.00     289737.50    1289737.50
06-07-1983    1000000.00     266662.50    1266662.50
06-08-1983    1000000.00     260487.50    1260487.50
06-09-1983    1000000.00     266662.50    1266662.50
06-10-1983    1000000.00     270887.50    1270887.50
06-13-1983    1000000.00     291037.50    1291037.50
06-14-1983    1000000.00     290062.50    1290062.50
06-15-1983    1000000.00     309562.50    1309562.50
06-16-1983    1000000.00     321912.50    1321912.50
06-17-1983    1000000.00     323862.50    1323862.50
06-20-1983    1000000.00     318987.50    1318987.50
06-21-1983    1000000.00     331662.50    1331662.50
06-22-1983    1000000.00     325812.50    1325812.50
06-23-1983    1000000.00     327437.50    1327437.50
06-24-1983    1000000.00     322237.50    1322237.50
06-27-1983    1000000.00     311512.50    1311512.50
06-28-1983    1000000.00     297862.50    1297862.50
06-29-1983    1000000.00     307287.50    1307287.50
06-30-1983    1000000.00     315412.50    1315412.50
07-01-1983    1000000.00     316062.50    1316062.50
07-05-1983    1000000.00     298512.50    1298512.50
07-06-1983    1000000.00     313137.50    1313137.50
07-07-1983    1000000.00     301762.50    1301762.50
07-08-1983    1000000.00     303387.50    1303387.50
07-11-1983    1000000.00     307287.50    1307287.50
07-12-1983    1000000.00     289737.50    1289737.50
07-13-1983    1000000.00     293637.50    1293637.50
07-14-1983    1000000.00     295587.50    1295587.50
07-15-1983    1000000.00     282912.50    1282912.50
07-18-1983    1000000.00     284862.50    1284862.50
07-19-1983    1000000.00     290712.50    1290712.50
07-20-1983    1000000.00     316712.50    1316712.50
07-21-1983    1000000.00     320937.50    1320937.50
07-22-1983    1000000.00     314762.50    1314762.50
07-25-1983    1000000.00     321912.50    1321912.50
07-26-1983    1000000.00     323537.50    1323537.50
07-27-1983    1000000.00     304687.50    1304687.50
07-28-1983    1000000.00     286162.50    1286162.50
07-29-1983    1000000.00     273487.50    1273487.50
08-01-1983    1000000.00     269587.50    1269587.50
08-02-1983    1000000.00     269262.50    1269262.50
08-03-1983    1000000.00     277712.50    1277712.50
08-04-1983    1000000.00     258862.50    1258862.50
08-05-1983    1000000.00     267312.50    1267312.50
08-08-1983    1000000.00     253012.50    1253012.50
08-09-1983    1000000.00     258862.50    1258862.50
08-10-1983    1000000.00     266337.50    1266337.50
08-11-1983    1000000.00     266337.50    1266337.50
08-12-1983    1000000.00     271537.50    1271537.50
08-15-1983    1000000.00     278037.50    1278037.50
08-16-1983    1000000.00     276412.50    1276412.50
08-17-1983    1000000.00     286162.50    1286162.50
08-18-1983    1000000.00     273162.50    1273162.50
08-19-1983    1000000.00     280962.50    1280962.50
08-22-1983    1000000.00     277712.50    1277712.50
08-23-1983    1000000.00     268937.50    1268937.50
08-24-1983    1000000.00     258212.50    1258212.50
08-25-1983    1000000.00     259512.50    1259512.50
08-26-1983    1000000.00     266337.50    1266337.50
08-29-1983    1000000.00     270237.50    1270237.50
08-30-1983    1000000.00     269912.50    1269912.50
08-31-1983    1000000.00     281612.50    1281612.50
09-01-1983    1000000.00     280312.50    1280312.50
09-02-1983    1000000.00     284212.50    1284212.50
09-06-1983    1000000.00     303712.50    1303712.50
09-07-1983    1000000.00     305662.50    1305662.50
09-08-1983    1000000.00     302412.50    1302412.50
09-09-1983    1000000.00     293962.50    1293962.50
09-12-1983    1000000.00     281287.50    1281287.50
09-13-1983    1000000.00     283562.50    1283562.50
09-14-1983    1000000.00     287137.50    1287137.50
09-15-1983    1000000.00     280962.50    1280962.50
09-16-1983    1000000.00     296562.50    1296562.50
09-19-1983    1000000.00     304362.50    1304362.50
09-20-1983    1000000.00     311512.50    1311512.50
09-21-1983    1000000.00     308262.50    1308262.50
09-22-1983    1000000.00     314437.50    1314437.50
09-23-1983    1000000.00     312487.50    1312487.50
09-26-1983    1000000.00     313137.50    1313137.50
09-27-1983    1000000.00     305987.50    1305987.50
09-28-1983    1000000.00     303387.50    1303387.50
09-29-1983    1000000.00     299487.50    1299487.50
09-30-1983    1000000.00     292012.50    1292012.50
10-03-1983    1000000.00     293312.50    1293312.50
10-04-1983    1000000.00     293637.50    1293637.50
10-05-1983    1000000.00     304037.50    1304037.50
10-06-1983    1000000.00     316062.50    1316062.50
10-07-1983    1000000.00     317037.50    1317037.50
10-10-1983    1000000.00     329712.50    1329712.50
10-11-1983    1000000.00     313787.50    1313787.50
10-12-1983    1000000.00     310212.50    1310212.50
10-13-1983    1000000.00     316062.50    1316062.50
10-14-1983    1000000.00     314112.50    1314112.50
10-17-1983    1000000.00     319637.50    1319637.50
10-18-1983    1000000.00     303062.50    1303062.50
10-19-1983    1000000.00     293637.50    1293637.50
10-20-1983    1000000.00     296237.50    1296237.50
10-21-1983    1000000.00     288437.50    1288437.50
10-24-1983    1000000.00     292337.50    1292337.50
10-25-1983    1000000.00     291037.50    1291037.50
10-26-1983    1000000.00     282912.50    1282912.50
10-27-1983    1000000.00     284862.50    1284862.50
10-28-1983    1000000.00     273162.50    1273162.50
10-31-1983    1000000.00     273812.50    1273812.50
11-01-1983    1000000.00     274787.50    1274787.50
11-02-1983    1000000.00     281937.50    1281937.50
11-03-1983    1000000.00     271212.50    1271212.50
11-04-1983    1000000.00     265687.50    1265687.50
11-07-1983    1000000.00     260812.50    1260812.50
11-08-1983    1000000.00     262762.50    1262762.50
11-09-1983    1000000.00     277062.50    1277062.50
11-10-1983    1000000.00     278687.50    1278687.50
11-11-1983    1000000.00     289412.50    1289412.50
11-14-1983    1000000.00     289087.50    1289087.50
11-15-1983    1000000.00     281612.50    1281612.50
11-16-1983    1000000.00     282587.50    1282587.50
11-17-1983    1000000.00     284537.50    1284537.50
11-18-1983    1000000.00     281937.50    1281937.50
11-21-1983    1000000.00     289412.50    1289412.50
11-22-1983    1000000.00     289412.50    1289412.50
11-23-1983    1000000.00     291362.50    1291362.50
11-28-1983    1000000.00     283237.50    1283237.50
11-29-1983    1000000.00     295262.50    1295262.50
11-30-1983    1000000.00     279987.50    1279987.50
12-01-1983    1000000.00     286812.50    1286812.50
12-02-1983    1000000.00     277062.50    1277062.50
12-05-1983    1000000.00     282587.50    1282587.50
12-06-1983    1000000.00     277712.50    1277712.50
12-07-1983    1000000.00     282262.50    1282262.50
12-08-1983    1000000.00     273812.50    1273812.50
12-09-1983    1000000.00     272837.50    1272837.50
12-12-1983    1000000.00     279012.50    1279012.50
12-13-1983    1000000.00     271212.50    1271212.50
12-14-1983    1000000.00     261787.50    1261787.50
12-15-1983    1000000.00     254312.50    1254312.50
12-16-1983    1000000.00     262112.50    1262112.50
12-19-1983    1000000.00     262112.50    1262112.50
12-20-1983    1262112.50          0.00    1262112.50
12-21-1983    1262112.50          0.00    1262112.50
12-22-1983    1262112.50          0.00    1262112.50
12-23-1983    1262112.50          0.00    1262112.50
12-27-1983    1262112.50          0.00    1262112.50
12-28-1983    1262112.50          0.00    1262112.50
12-29-1983    1262112.50          0.00    1262112.50
12-30-1983    1262112.50          0.00    1262112.50
01-03-1984    1262112.50          0.00    1262112.50
01-04-1984    1262112.50          0.00    1262112.50
01-05-1984    1262112.50          0.00    1262112.50
01-06-1984    1262112.50       2843.75    1264956.25
01-09-1984    1262112.50       4468.75    1266581.25
01-10-1984    1262112.50      -8531.25    1253581.25
01-11-1984    1262112.50      -8531.25    1253581.25
01-12-1984    1262112.50     -15031.25    1247081.25
01-13-1984    1262112.50     -22343.75    1239768.75
01-16-1984    1262112.50     -15843.75    1246268.75
01-17-1984    1262112.50      -1218.75    1260893.75
01-18-1984    1262112.50     -10156.25    1251956.25
01-19-1984    1262112.50     -22343.75    1239768.75
01-20-1984    1262112.50     -40218.75    1221893.75
01-23-1984    1262112.50     -57281.25    1204831.25
01-24-1984    1262112.50     -45093.75    1217018.75
01-25-1984    1262112.50     -62156.25    1199956.25
01-26-1984    1262112.50     -72718.75    1189393.75
01-27-1984    1262112.50     -69468.75    1192643.75
01-30-1984    1262112.50     -84906.25    1177206.25
01-31-1984    1262112.50     -81656.25    1180456.25
02-01-1984    1180456.25          0.00    1180456.25
02-02-1984    1180456.25          0.00    1180456.25
02-03-1984    1180456.25          0.00    1180456.25
02-06-1984    1180456.25          0.00    1180456.25
02-07-1984    1180456.25          0.00    1180456.25
02-08-1984    1180456.25          0.00    1180456.25
02-09-1984    1180456.25          0.00    1180456.25
02-10-1984    1180456.25          0.00    1180456.25
02-13-1984    1180456.25          0.00    1180456.25
02-14-1984    1180456.25          0.00    1180456.25
02-15-1984    1180456.25          0.00    1180456.25
02-16-1984    1180456.25          0.00    1180456.25
02-17-1984    1180456.25          0.00    1180456.25
02-21-1984    1180456.25          0.00    1180456.25
02-22-1984    1180456.25          0.00    1180456.25
02-23-1984    1180456.25          0.00    1180456.25
02-24-1984    1180456.25          0.00    1180456.25
02-27-1984    1180456.25          0.00    1180456.25
02-28-1984    1180456.25          0.00    1180456.25
02-29-1984    1180456.25          0.00    1180456.25
03-01-1984    1180456.25          0.00    1180456.25
03-02-1984    1180456.25          0.00    1180456.25
03-05-1984    1180456.25          0.00    1180456.25
03-06-1984    1180456.25          0.00    1180456.25
03-07-1984    1180456.25          0.00    1180456.25
03-08-1984    1180456.25          0.00    1180456.25
03-09-1984    1180456.25          0.00    1180456.25
03-12-1984    1180456.25          0.00    1180456.25
03-13-1984    1180456.25          0.00    1180456.25
03-14-1984    1180456.25          0.00    1180456.25
03-15-1984    1180456.25          0.00    1180456.25
03-16-1984    1180456.25          0.00    1180456.25
03-19-1984    1180456.25          0.00    1180456.25
03-20-1984    1180456.25          0.00    1180456.25
03-21-1984    1180456.25          0.00    1180456.25
03-22-1984    1180456.25          0.00    1180456.25
03-23-1984    1180456.25          0.00    1180456.25
03-26-1984    1180456.25          0.00    1180456.25
03-27-1984    1180456.25          0.00    1180456.25
03-28-1984    1180456.25          0.00    1180456.25
03-29-1984    1180456.25          0.00    1180456.25
03-30-1984    1180456.25          0.00    1180456.25
04-02-1984    1180456.25          0.00    1180456.25
04-03-1984    1180456.25          0.00    1180456.25
04-04-1984    1180456.25          0.00    1180456.25
04-05-1984    1180456.25          0.00    1180456.25
04-06-1984    1180456.25          0.00    1180456.25
04-09-1984    1180456.25          0.00    1180456.25
04-10-1984    1180456.25          0.00    1180456.25
04-11-1984    1180456.25          0.00    1180456.25
04-12-1984    1180456.25          0.00    1180456.25
04-13-1984    1180456.25          0.00    1180456.25
04-16-1984    1180456.25          0.00    1180456.25
04-17-1984    1180456.25          0.00    1180456.25
04-18-1984    1180456.25          0.00    1180456.25
04-19-1984    1180456.25          0.00    1180456.25
04-23-1984    1180456.25          0.00    1180456.25
04-24-1984    1180456.25          0.00    1180456.25
04-25-1984    1180456.25          0.00    1180456.25
04-26-1984    1180456.25          0.00    1180456.25
04-27-1984    1180456.25          0.00    1180456.25
04-30-1984    1180456.25          0.00    1180456.25
05-01-1984    1180456.25          0.00    1180456.25
05-02-1984    1180456.25          0.00    1180456.25
05-03-1984    1180456.25          0.00    1180456.25
05-04-1984    1180456.25          0.00    1180456.25
05-07-1984    1180456.25          0.00    1180456.25
05-08-1984    1180456.25          0.00    1180456.25
05-09-1984    1180456.25          0.00    1180456.25
05-10-1984    1180456.25          0.00    1180456.25
05-11-1984    1180456.25          0.00    1180456.25
05-14-1984    1180456.25          0.00    1180456.25
05-15-1984    1180456.25          0.00    1180456.25
05-16-1984    1180456.25          0.00    1180456.25
05-17-1984    1180456.25          0.00    1180456.25
05-18-1984    1180456.25          0.00    1180456.25
05-21-1984    1180456.25          0.00    1180456.25
05-22-1984    1180456.25          0.00    1180456.25
05-23-1984    1180456.25          0.00    1180456.25
05-24-1984    1180456.25          0.00    1180456.25
05-25-1984    1180456.25          0.00    1180456.25
05-29-1984    1180456.25          0.00    1180456.25
05-30-1984    1180456.25          0.00    1180456.25
05-31-1984    1180456.25          0.00    1180456.25
06-01-1984    1180456.25          0.00    1180456.25
06-04-1984    1180456.25          0.00    1180456.25
06-05-1984    1180456.25          0.00    1180456.25
06-06-1984    1180456.25          0.00    1180456.25
06-07-1984    1180456.25          0.00    1180456.25
06-08-1984    1180456.25          0.00    1180456.25
06-11-1984    1180456.25          0.00    1180456.25
06-12-1984    1180456.25          0.00    1180456.25
06-13-1984    1180456.25          0.00    1180456.25
06-14-1984    1180456.25          0.00    1180456.25
06-15-1984    1180456.25          0.00    1180456.25
06-18-1984    1180456.25          0.00    1180456.25
06-19-1984    1180456.25          0.00    1180456.25
06-20-1984    1180456.25          0.00    1180456.25
06-21-1984    1180456.25          0.00    1180456.25
06-22-1984    1180456.25          0.00    1180456.25
06-25-1984    1180456.25          0.00    1180456.25
06-26-1984    1180456.25          0.00    1180456.25
06-27-1984    1180456.25          0.00    1180456.25
06-28-1984    1180456.25          0.00    1180456.25
06-29-1984    1180456.25          0.00    1180456.25
07-02-1984    1180456.25          0.00    1180456.25
07-03-1984    1180456.25          0.00    1180456.25
07-05-1984    1180456.25          0.00    1180456.25
07-06-1984    1180456.25          0.00    1180456.25
07-09-1984    1180456.25          0.00    1180456.25
07-10-1984    1180456.25          0.00    1180456.25
07-11-1984    1180456.25          0.00    1180456.25
07-12-1984    1180456.25          0.00    1180456.25
07-13-1984    1180456.25          0.00    1180456.25
07-16-1984    1180456.25          0.00    1180456.25
07-17-1984    1180456.25          0.00    1180456.25
07-18-1984    1180456.25          0.00    1180456.25
07-19-1984    1180456.25          0.00    1180456.25
07-20-1984    1180456.25          0.00    1180456.25
07-23-1984    1180456.25          0.00    1180456.25
07-24-1984    1180456.25          0.00    1180456.25
07-25-1984    1180456.25          0.00    1180456.25
07-26-1984    1180456.25          0.00    1180456.25
07-27-1984    1180456.25          0.00    1180456.25
07-30-1984    1180456.25          0.00    1180456.25
07-31-1984    1180456.25          0.00    1180456.25
08-01-1984    1180456.25          0.00    1180456.25
08-02-1984    1180456.25          0.00    1180456.25
08-03-1984    1180456.25          0.00    1180456.25
08-06-1984    1180456.25          0.00    1180456.25
08-07-1984    1180456.25          0.00    1180456.25
08-08-1984    1180456.25          0.00    1180456.25
08-09-1984    1180456.25          0.00    1180456.25
08-10-1984    1180456.25          0.00    1180456.25
08-13-1984    1180456.25          0.00    1180456.25
08-14-1984    1180456.25     -11200.00    1169256.25
08-15-1984    1180456.25     -24400.00    1156056.25
08-16-1984    1180456.25     -10800.00    1169656.25
08-17-1984    1180456.25      -8400.00    1172056.25
