    Date   Clo Balance   Open Profit        Equity
12-08-1987    1193793.75          0.00    1193793.75
12-09-1987    1193793.75          0.00    1193793.75
12-10-1987    1193793.75          0.00    1193793.75
12-11-1987    1193793.75          0.00    1193793.75
12-14-1987    1193793.75          0.00    1193793.75
12-15-1987    1193793.75          0.00    1193793.75
12-16-1987    1193793.75          0.00    1193793.75
12-17-1987    1193793.75          0.00    1193793.75
12-18-1987    1193793.75          0.00    1193793.75
12-21-1987    1193793.75          0.00    1193793.75
12-22-1987    1193793.75          0.00    1193793.75
12-23-1987    1193793.75          0.00    1193793.75
12-24-1987    1193793.75          0.00    1193793.75
12-28-1987    1193793.75          0.00    1193793.75
12-29-1987    1193793.75          0.00    1193793.75
12-30-1987    1193793.75          0.00    1193793.75
12-31-1987    1193793.75          0.00    1193793.75
01-04-1988    1193793.75          0.00    1193793.75
01-05-1988    1193793.75          0.00    1193793.75
01-06-1988    1193793.75          0.00    1193793.75
01-07-1988    1193793.75          0.00    1193793.75
01-08-1988    1193793.75          0.00    1193793.75
01-11-1988    1193793.75          0.00    1193793.75
01-12-1988    1193793.75          0.00    1193793.75
01-13-1988    1193793.75          0.00    1193793.75
01-14-1988    1193793.75          0.00    1193793.75
01-15-1988    1193793.75          0.00    1193793.75
01-18-1988    1193793.75          0.00    1193793.75
01-19-1988    1193793.75          0.00    1193793.75
01-20-1988    1193793.75          0.00    1193793.75
01-21-1988    1193793.75          0.00    1193793.75
01-22-1988    1193793.75          0.00    1193793.75
01-25-1988    1193793.75          0.00    1193793.75
01-26-1988    1193793.75          0.00    1193793.75
01-27-1988    1193793.75          0.00    1193793.75
01-28-1988    1193793.75          0.00    1193793.75
01-29-1988    1193793.75          0.00    1193793.75
02-01-1988    1193793.75          0.00    1193793.75
02-02-1988    1193793.75          0.00    1193793.75
02-03-1988    1193793.75          0.00    1193793.75
02-04-1988    1193793.75          0.00    1193793.75
02-05-1988    1193793.75          0.00    1193793.75
02-08-1988    1193793.75          0.00    1193793.75
02-09-1988    1193793.75          0.00    1193793.75
02-10-1988    1193793.75          0.00    1193793.75
02-11-1988    1193793.75          0.00    1193793.75
02-12-1988    1193793.75          0.00    1193793.75
02-16-1988    1193793.75          0.00    1193793.75
02-17-1988    1193793.75          0.00    1193793.75
02-18-1988    1193793.75          0.00    1193793.75
02-19-1988    1193793.75          0.00    1193793.75
02-22-1988    1193793.75          0.00    1193793.75
02-23-1988    1193793.75          0.00    1193793.75
02-24-1988    1193793.75          0.00    1193793.75
02-25-1988    1193793.75          0.00    1193793.75
02-26-1988    1193793.75          0.00    1193793.75
02-29-1988    1193793.75          0.00    1193793.75
03-01-1988    1193793.75          0.00    1193793.75
03-02-1988    1193793.75          0.00    1193793.75
03-03-1988    1193793.75          0.00    1193793.75
03-04-1988    1193793.75          0.00    1193793.75
03-07-1988    1193793.75          0.00    1193793.75
03-08-1988    1193793.75          0.00    1193793.75
03-09-1988    1193793.75          0.00    1193793.75
03-10-1988    1193793.75          0.00    1193793.75
03-11-1988    1193793.75          0.00    1193793.75
03-14-1988    1193793.75          0.00    1193793.75
03-15-1988    1193793.75          0.00    1193793.75
03-16-1988    1193793.75          0.00    1193793.75
03-17-1988    1193793.75          0.00    1193793.75
03-18-1988    1193793.75          0.00    1193793.75
03-21-1988    1193793.75          0.00    1193793.75
03-22-1988    1193793.75          0.00    1193793.75
03-23-1988    1193793.75          0.00    1193793.75
03-24-1988    1193793.75          0.00    1193793.75
03-25-1988    1193793.75          0.00    1193793.75
03-28-1988    1193793.75          0.00    1193793.75
03-29-1988    1193793.75          0.00    1193793.75
03-30-1988    1193793.75          0.00    1193793.75
03-31-1988    1193793.75          0.00    1193793.75
04-04-1988    1193793.75          0.00    1193793.75
04-05-1988    1193793.75          0.00    1193793.75
04-06-1988    1193793.75          0.00    1193793.75
04-07-1988    1193793.75          0.00    1193793.75
04-08-1988    1193793.75          0.00    1193793.75
04-11-1988    1193793.75          0.00    1193793.75
04-12-1988    1193793.75          0.00    1193793.75
04-13-1988    1193793.75          0.00    1193793.75
04-14-1988    1193793.75          0.00    1193793.75
04-15-1988    1193793.75          0.00    1193793.75
04-18-1988    1193793.75          0.00    1193793.75
04-19-1988    1193793.75          0.00    1193793.75
04-20-1988    1193793.75          0.00    1193793.75
04-21-1988    1193793.75          0.00    1193793.75
04-22-1988    1193793.75          0.00    1193793.75
04-25-1988    1193793.75          0.00    1193793.75
04-26-1988    1193793.75          0.00    1193793.75
04-27-1988    1193793.75          0.00    1193793.75
04-28-1988    1193793.75          0.00    1193793.75
04-29-1988    1193793.75          0.00    1193793.75
05-02-1988    1193793.75          0.00    1193793.75
05-03-1988    1193793.75          0.00    1193793.75
05-04-1988    1193793.75          0.00    1193793.75
05-05-1988    1193793.75          0.00    1193793.75
05-06-1988    1193793.75          0.00    1193793.75
05-09-1988    1193793.75          0.00    1193793.75
05-10-1988    1193793.75          0.00    1193793.75
05-11-1988    1193793.75          0.00    1193793.75
05-12-1988    1193793.75          0.00    1193793.75
05-13-1988    1193793.75          0.00    1193793.75
05-16-1988    1193793.75          0.00    1193793.75
05-17-1988    1193793.75          0.00    1193793.75
05-18-1988    1193793.75          0.00    1193793.75
05-19-1988    1193793.75          0.00    1193793.75
05-20-1988    1193793.75          0.00    1193793.75
05-23-1988    1193793.75          0.00    1193793.75
05-24-1988    1193793.75          0.00    1193793.75
05-25-1988    1193793.75          0.00    1193793.75
05-26-1988    1193793.75          0.00    1193793.75
05-27-1988    1193793.75          0.00    1193793.75
05-31-1988    1193793.75          0.00    1193793.75
06-01-1988    1193793.75          0.00    1193793.75
06-02-1988    1193793.75          0.00    1193793.75
06-03-1988    1193793.75          0.00    1193793.75
06-06-1988    1193793.75          0.00    1193793.75
06-07-1988    1193793.75          0.00    1193793.75
06-08-1988    1193793.75          0.00    1193793.75
06-09-1988    1193793.75          0.00    1193793.75
06-10-1988    1193793.75          0.00    1193793.75
06-13-1988    1193793.75          0.00    1193793.75
06-14-1988    1193793.75     -10350.00    1183443.75
06-15-1988    1193793.75      -8912.50    1184881.25
06-16-1988    1193793.75     -36800.00    1156993.75
06-17-1988    1193793.75     -33062.50    1160731.25
06-20-1988    1193793.75     -40250.00    1153543.75
06-21-1988    1193793.75     -17825.00    1175968.75
06-22-1988    1193793.75      -3162.50    1190631.25
06-23-1988    1193793.75      -7762.50    1186031.25
06-24-1988    1193793.75     -18975.00    1174818.75
06-27-1988    1193793.75     -47437.50    1146356.25
06-28-1988    1193793.75     -20987.50    1172806.25
06-29-1988    1193793.75     -31050.00    1162743.75
06-30-1988    1193793.75     -17825.00    1175968.75
07-01-1988    1193793.75     -32200.00    1161593.75
07-05-1988    1193793.75        862.50    1194656.25
07-06-1988    1193793.75     -37375.00    1156418.75
07-07-1988    1193793.75     -30475.00    1163318.75
07-08-1988    1193793.75     -39962.50    1153831.25
07-11-1988    1193793.75     -34787.50    1159006.25
07-12-1988    1193793.75     -52612.50    1141181.25
07-13-1988    1193793.75     -40825.00    1152968.75
07-14-1988    1193793.75     -40537.50    1153256.25
07-15-1988    1193793.75     -32775.00    1161018.75
07-18-1988    1193793.75     -35650.00    1158143.75
07-19-1988    1193793.75     -46287.50    1147506.25
07-20-1988    1193793.75     -39962.50    1153831.25
07-21-1988    1193793.75     -65262.50    1128531.25
07-22-1988    1193793.75     -85962.50    1107831.25
07-25-1988    1193793.75     -78487.50    1115306.25
07-26-1988    1193793.75     -71012.50    1122781.25
07-27-1988    1193793.75     -89412.50    1104381.25
07-28-1988    1193793.75     -66987.50    1126806.25
07-29-1988    1126806.25          0.00    1126806.25
08-01-1988    1126806.25      -6431.25    1120375.00
08-02-1988    1126806.25      -4331.25    1122475.00
08-03-1988    1126806.25        918.75    1127725.00
08-04-1988    1126806.25      -5381.25    1121425.00
08-05-1988    1126806.25      -8793.75    1118012.50
08-08-1988    1126806.25     -21393.75    1105412.50
08-09-1988    1126806.25     -33993.75    1092812.50
08-10-1988    1126806.25     -62081.25    1064725.00
08-11-1988    1126806.25     -56043.75    1070762.50
08-12-1988    1070762.50          0.00    1070762.50
08-15-1988    1070762.50          0.00    1070762.50
08-16-1988    1070762.50          0.00    1070762.50
08-17-1988    1070762.50          0.00    1070762.50
08-18-1988    1070762.50          0.00    1070762.50
08-19-1988    1070762.50          0.00    1070762.50
08-22-1988    1070762.50          0.00    1070762.50
08-23-1988    1070762.50          0.00    1070762.50
08-24-1988    1070762.50          0.00    1070762.50
08-25-1988    1070762.50          0.00    1070762.50
08-26-1988    1070762.50          0.00    1070762.50
08-29-1988    1070762.50          0.00    1070762.50
08-30-1988    1070762.50          0.00    1070762.50
08-31-1988    1070762.50          0.00    1070762.50
09-01-1988    1070762.50          0.00    1070762.50
09-02-1988    1070762.50          0.00    1070762.50
09-06-1988    1070762.50          0.00    1070762.50
09-07-1988    1070762.50          0.00    1070762.50
09-08-1988    1070762.50          0.00    1070762.50
09-09-1988    1070762.50          0.00    1070762.50
09-12-1988    1070762.50          0.00    1070762.50
09-13-1988    1070762.50          0.00    1070762.50
09-14-1988    1070762.50          0.00    1070762.50
09-15-1988    1070762.50          0.00    1070762.50
09-16-1988    1070762.50          0.00    1070762.50
09-19-1988    1070762.50          0.00    1070762.50
09-20-1988    1070762.50          0.00    1070762.50
09-21-1988    1070762.50          0.00    1070762.50
09-22-1988    1070762.50      -5950.00    1064812.50
09-23-1988    1070762.50      -4900.00    1065862.50
09-26-1988    1070762.50      -7000.00    1063762.50
09-27-1988    1070762.50     -17150.00    1053612.50
09-28-1988    1070762.50      -9800.00    1060962.50
09-29-1988    1070762.50      19250.00    1090012.50
09-30-1988    1070762.50       8400.00    1079162.50
10-03-1988    1070762.50       1050.00    1071812.50
10-04-1988    1070762.50       1400.00    1072162.50
10-05-1988    1070762.50       7000.00    1077762.50
10-06-1988    1070762.50      12950.00    1083712.50
10-07-1988    1070762.50      55300.00    1126062.50
10-10-1988    1070762.50      51450.00    1122212.50
10-11-1988    1070762.50      46550.00    1117312.50
10-12-1988    1070762.50      22750.00    1093512.50
10-13-1988    1070762.50      28350.00    1099112.50
10-14-1988    1070762.50      27650.00    1098412.50
10-17-1988    1070762.50      37100.00    1107862.50
10-18-1988    1070762.50      57750.00    1128512.50
10-19-1988    1070762.50      40950.00    1111712.50
10-20-1988    1070762.50      82600.00    1153362.50
10-21-1988    1070762.50      84350.00    1155112.50
10-24-1988    1070762.50      74900.00    1145662.50
10-25-1988    1070762.50      77700.00    1148462.50
10-26-1988    1070762.50      66150.00    1136912.50
10-27-1988    1070762.50      44100.00    1114862.50
10-28-1988    1070762.50      46200.00    1116962.50
10-31-1988    1070762.50      43050.00    1113812.50
11-01-1988    1070762.50      50400.00    1121162.50
11-02-1988    1070762.50      56350.00    1127112.50
11-03-1988    1070762.50      46550.00    1117312.50
11-04-1988    1070762.50      23100.00    1093862.50
11-07-1988    1070762.50      12250.00    1083012.50
11-08-1988    1070762.50      14700.00    1085462.50
11-09-1988    1070762.50       7700.00    1078462.50
11-10-1988    1070762.50       8400.00    1079162.50
11-11-1988    1070762.50     -30450.00    1040312.50
11-14-1988    1070762.50     -28700.00    1042062.50
11-15-1988    1070762.50     -24150.00    1046612.50
11-16-1988    1070762.50     -55300.00    1015462.50
11-17-1988    1070762.50     -58100.00    1012662.50
11-18-1988    1070762.50     -50050.00    1020712.50
11-21-1988    1020712.50          0.00    1020712.50
11-22-1988    1020712.50          0.00    1020712.50
11-23-1988    1020712.50          0.00    1020712.50
11-25-1988    1020712.50          0.00    1020712.50
11-28-1988    1020712.50          0.00    1020712.50
11-29-1988    1020712.50          0.00    1020712.50
11-30-1988    1020712.50          0.00    1020712.50
12-01-1988    1020712.50          0.00    1020712.50
12-02-1988    1020712.50          0.00    1020712.50
12-05-1988    1020712.50          0.00    1020712.50
12-06-1988    1020712.50          0.00    1020712.50
12-07-1988    1020712.50      -5525.00    1015187.50
12-08-1988    1020712.50     -11050.00    1009662.50
12-09-1988    1020712.50     -12675.00    1008037.50
12-12-1988    1020712.50     -20150.00    1000562.50
12-13-1988    1020712.50     -18200.00    1002512.50
12-14-1988    1020712.50     -26000.00     994712.50
12-15-1988    1020712.50     -30550.00     990162.50
12-16-1988    1020712.50     -23075.00     997637.50
12-19-1988    1020712.50      -1950.00    1018762.50
12-20-1988    1020712.50      -7150.00    1013562.50
12-21-1988    1020712.50     -12675.00    1008037.50
12-22-1988    1020712.50     -15275.00    1005437.50
12-23-1988    1020712.50     -11050.00    1009662.50
12-27-1988    1020712.50     -15600.00    1005112.50
12-28-1988    1020712.50     -13325.00    1007387.50
12-29-1988    1020712.50      -1950.00    1018762.50
12-30-1988    1020712.50     -13000.00    1007712.50
01-03-1989    1020712.50     -30875.00     989837.50
01-04-1989    1020712.50       3250.00    1023962.50
01-05-1989    1020712.50       3900.00    1024612.50
01-06-1989    1020712.50       6500.00    1027212.50
01-09-1989    1020712.50       8450.00    1029162.50
01-10-1989    1020712.50       5200.00    1025912.50
01-11-1989    1020712.50      13000.00    1033712.50
01-12-1989    1020712.50      18525.00    1039237.50
01-13-1989    1020712.50      25350.00    1046062.50
01-16-1989    1020712.50      27950.00    1048662.50
01-17-1989    1020712.50      24050.00    1044762.50
01-18-1989    1020712.50      40950.00    1061662.50
01-19-1989    1020712.50      44525.00    1065237.50
01-20-1989    1020712.50      41275.00    1061987.50
01-23-1989    1020712.50      28925.00    1049637.50
01-24-1989    1020712.50      51350.00    1072062.50
01-25-1989    1020712.50      59800.00    1080512.50
01-26-1989    1020712.50      75400.00    1096112.50
01-27-1989    1020712.50      90350.00    1111062.50
01-30-1989    1020712.50      92950.00    1113662.50
01-31-1989    1020712.50     106275.00    1126987.50
02-01-1989    1020712.50     107900.00    1128612.50
02-02-1989    1020712.50     103350.00    1124062.50
02-03-1989    1020712.50     105300.00    1126012.50
02-06-1989    1020712.50      99125.00    1119837.50
02-07-1989    1020712.50     123500.00    1144212.50
02-08-1989    1020712.50     118625.00    1139337.50
02-09-1989    1020712.50     107250.00    1127962.50
02-10-1989    1020712.50      75400.00    1096112.50
02-13-1989    1020712.50      79950.00    1100662.50
02-14-1989    1020712.50      71500.00    1092212.50
02-15-1989    1020712.50      89375.00    1110087.50
02-16-1989    1020712.50      90025.00    1110737.50
02-17-1989    1020712.50     100100.00    1120812.50
02-21-1989    1020712.50      98800.00    1119512.50
02-22-1989    1020712.50      63050.00    1083762.50
02-23-1989    1020712.50      70200.00    1090912.50
02-24-1989    1020712.50      34125.00    1054837.50
02-27-1989    1020712.50      42900.00    1063612.50
02-28-1989    1020712.50      47125.00    1067837.50
03-01-1989    1020712.50      37700.00    1058412.50
03-02-1989    1020712.50      54925.00    1075637.50
03-03-1989    1020712.50      62075.00    1082787.50
03-06-1989    1020712.50      82875.00    1103587.50
03-07-1989    1020712.50      81250.00    1101962.50
03-08-1989    1020712.50      82875.00    1103587.50
03-09-1989    1020712.50      80275.00    1100987.50
03-10-1989    1020712.50      75400.00    1096112.50
03-13-1989    1020712.50      88075.00    1108787.50
03-14-1989    1020712.50      84175.00    1104887.50
03-15-1989    1020712.50      99775.00    1120487.50
03-16-1989    1020712.50     115700.00    1136412.50
03-17-1989    1020712.50      61100.00    1081812.50
03-20-1989    1020712.50      47450.00    1068162.50
03-21-1989    1020712.50      57200.00    1077912.50
03-22-1989    1020712.50      54275.00    1074987.50
03-23-1989    1020712.50      42250.00    1062962.50
03-27-1989    1020712.50      52975.00    1073687.50
03-28-1989    1020712.50      60125.00    1080837.50
03-29-1989    1020712.50      68900.00    1089612.50
03-30-1989    1020712.50      65000.00    1085712.50
03-31-1989    1020712.50      76700.00    1097412.50
04-03-1989    1020712.50      87425.00    1108137.50
04-04-1989    1020712.50      88400.00    1109112.50
04-05-1989    1020712.50      88075.00    1108787.50
04-06-1989    1020712.50      81250.00    1101962.50
04-07-1989    1020712.50      96525.00    1117237.50
04-10-1989    1020712.50      92300.00    1113012.50
04-11-1989    1020712.50     103350.00    1124062.50
04-12-1989    1020712.50     103675.00    1124387.50
04-13-1989    1020712.50      86450.00    1107162.50
04-14-1989    1020712.50     117325.00    1138037.50
04-17-1989    1020712.50     119925.00    1140637.50
04-18-1989    1020712.50     145275.00    1165987.50
04-19-1989    1020712.50     155025.00    1175737.50
04-20-1989    1020712.50     155025.00    1175737.50
04-21-1989    1020712.50     167050.00    1187762.50
04-24-1989    1020712.50     164775.00    1185487.50
04-25-1989    1020712.50     149500.00    1170212.50
04-26-1989    1020712.50     149500.00    1170212.50
04-27-1989    1020712.50     165750.00    1186462.50
04-28-1989    1020712.50     165750.00    1186462.50
05-01-1989    1020712.50     165750.00    1186462.50
05-02-1989    1020712.50     151775.00    1172487.50
05-03-1989    1020712.50     155350.00    1176062.50
05-04-1989    1020712.50     155675.00    1176387.50
05-05-1989    1020712.50     144300.00    1165012.50
05-08-1989    1020712.50     145600.00    1166312.50
05-09-1989    1020712.50     136825.00    1157537.50
05-10-1989    1020712.50     140400.00    1161112.50
05-11-1989    1020712.50     149500.00    1170212.50
05-12-1989    1020712.50     194675.00    1215387.50
05-15-1989    1020712.50     210925.00    1231637.50
05-16-1989    1020712.50     203125.00    1223837.50
05-17-1989    1020712.50     215150.00    1235862.50
05-18-1989    1020712.50     222300.00    1243012.50
05-19-1989    1020712.50     239850.00    1260562.50
05-22-1989    1020712.50     244075.00    1264787.50
05-23-1989    1020712.50     221325.00    1242037.50
05-24-1989    1020712.50     223275.00    1243987.50
05-25-1989    1020712.50     226200.00    1246912.50
05-26-1989    1020712.50     237575.00    1258287.50
05-30-1989    1020712.50     219700.00    1240412.50
05-31-1989    1020712.50     230100.00    1250812.50
06-01-1989    1020712.50     235625.00    1256337.50
06-02-1989    1020712.50     263250.00    1283962.50
06-05-1989    1020712.50     240175.00    1260887.50
06-06-1989    1020712.50     252200.00    1272912.50
06-07-1989    1020712.50     270400.00    1291112.50
06-08-1989    1020712.50     270400.00    1291112.50
06-09-1989    1020712.50     268775.00    1289487.50
06-12-1989    1020712.50     262600.00    1283312.50
06-13-1989    1020712.50     245375.00    1266087.50
06-14-1989    1020712.50     244400.00    1265112.50
06-15-1989    1020712.50     217100.00    1237812.50
06-16-1989    1020712.50     228150.00    1248862.50
06-19-1989    1020712.50     231075.00    1251787.50
06-20-1989    1020712.50     226850.00    1247562.50
06-21-1989    1020712.50     221325.00    1242037.50
06-22-1989    1020712.50     237900.00    1258612.50
06-23-1989    1020712.50     267475.00    1288187.50
06-26-1989    1020712.50     263250.00    1283962.50
06-27-1989    1020712.50     274300.00    1295012.50
06-28-1989    1020712.50     250575.00    1271287.50
06-29-1989    1020712.50     208975.00    1229687.50
06-30-1989    1020712.50     197275.00    1217987.50
07-03-1989    1020712.50     202150.00    1222862.50
07-05-1989    1020712.50     217750.00    1238462.50
07-06-1989    1020712.50     217750.00    1238462.50
07-07-1989    1020712.50     245700.00    1266412.50
07-10-1989    1020712.50     257725.00    1278437.50
07-11-1989    1020712.50     264550.00    1285262.50
07-12-1989    1020712.50     276900.00    1297612.50
07-13-1989    1020712.50     274950.00    1295662.50
07-14-1989    1020712.50     289900.00    1310612.50
07-17-1989    1020712.50     290875.00    1311587.50
07-18-1989    1020712.50     284050.00    1304762.50
07-19-1989    1020712.50     308100.00    1328812.50
07-20-1989    1020712.50     295750.00    1316462.50
07-21-1989    1020712.50     306150.00    1326862.50
07-24-1989    1020712.50     296075.00    1316787.50
07-25-1989    1020712.50     294775.00    1315487.50
07-26-1989    1020712.50     323375.00    1344087.50
07-27-1989    1020712.50     349375.00    1370087.50
07-28-1989    1020712.50     347425.00    1368137.50
07-31-1989    1020712.50     373425.00    1394137.50
08-01-1989    1020712.50     348400.00    1369112.50
08-02-1989    1020712.50     365950.00    1386662.50
08-03-1989    1020712.50     366925.00    1387637.50
08-04-1989    1020712.50     360100.00    1380812.50
08-07-1989    1020712.50     396175.00    1416887.50
08-08-1989    1020712.50     392600.00    1413312.50
08-09-1989    1020712.50     373100.00    1393812.50
08-10-1989    1020712.50     383175.00    1403887.50
08-11-1989    1020712.50     359775.00    1380487.50
08-14-1989    1020712.50     355225.00    1375937.50
08-15-1989    1020712.50     368875.00    1389587.50
08-16-1989    1020712.50     364975.00    1385687.50
08-17-1989    1020712.50     362050.00    1382762.50
08-18-1989    1020712.50     369525.00    1390237.50
08-21-1989    1020712.50     326625.00    1347337.50
08-22-1989    1020712.50     339950.00    1360662.50
08-23-1989    1020712.50     361075.00    1381787.50
08-24-1989    1020712.50     403325.00    1424037.50
08-25-1989    1020712.50     400075.00    1420787.50
08-28-1989    1020712.50     405275.00    1425987.50
08-29-1989    1020712.50     387075.00    1407787.50
08-30-1989    1020712.50     396175.00    1416887.50
08-31-1989    1020712.50     396175.00    1416887.50
09-01-1989    1020712.50     410150.00    1430862.50
09-05-1989    1020712.50     406900.00    1427612.50
09-06-1989    1020712.50     383175.00    1403887.50
09-07-1989    1020712.50     373425.00    1394137.50
09-08-1989    1020712.50     374725.00    1395437.50
09-11-1989    1020712.50     376675.00    1397387.50
09-12-1989    1020712.50     379600.00    1400312.50
09-13-1989    1020712.50     351000.00    1371712.50
09-14-1989    1020712.50     343850.00    1364562.50
09-15-1989    1020712.50     352625.00    1373337.50
09-18-1989    1020712.50     367575.00    1388287.50
09-19-1989    1020712.50     363675.00    1384387.50
09-20-1989    1020712.50     368550.00    1389262.50
09-21-1989    1020712.50     357500.00    1378212.50
09-22-1989    1020712.50     365300.00    1386012.50
09-25-1989    1020712.50     348075.00    1368787.50
09-26-1989    1020712.50     356525.00    1377237.50
09-27-1989    1020712.50     353600.00    1374312.50
09-28-1989    1020712.50     371150.00    1391862.50
09-29-1989    1020712.50     371800.00    1392512.50
10-02-1989    1020712.50     387400.00    1408112.50
10-03-1989    1020712.50     416000.00    1436712.50
10-04-1989    1020712.50     428350.00    1449062.50
10-05-1989    1020712.50     429650.00    1450362.50
10-06-1989    1020712.50     435825.00    1456537.50
10-09-1989    1020712.50     444925.00    1465637.50
10-10-1989    1020712.50     442325.00    1463037.50
10-11-1989    1020712.50     418600.00    1439312.50
10-12-1989    1020712.50     412425.00    1433137.50
10-13-1989    1020712.50     217425.00    1238137.50
10-16-1989    1020712.50     319150.00    1339862.50
10-17-1989    1020712.50     315900.00    1336612.50
10-18-1989    1020712.50     320125.00    1340837.50
10-19-1989    1020712.50     352300.00    1373012.50
10-20-1989    1020712.50     357825.00    1378537.50
10-23-1989    1020712.50     341575.00    1362287.50
10-24-1989    1020712.50     332150.00    1352862.50
10-25-1989    1020712.50     319150.00    1339862.50
10-26-1989    1020712.50     286975.00    1307687.50
10-27-1989    1020712.50     271700.00    1292412.50
10-30-1989    1020712.50     271700.00    1292412.50
10-31-1989    1020712.50     310375.00    1331087.50
11-01-1989    1020712.50     311350.00    1332062.50
11-02-1989    1020712.50     286650.00    1307362.50
11-03-1989    1020712.50     286000.00    1306712.50
11-06-1989    1020712.50     247000.00    1267712.50
11-07-1989    1020712.50     265850.00    1286562.50
11-08-1989    1020712.50     289575.00    1310287.50
11-09-1989    1020712.50     277550.00    1298262.50
11-10-1989    1020712.50     300625.00    1321337.50
11-13-1989    1020712.50     303875.00    1324587.50
11-14-1989    1020712.50     288600.00    1309312.50
11-15-1989    1020712.50     306150.00    1326862.50
11-16-1989    1020712.50     301600.00    1322312.50
11-17-1989    1020712.50     308425.00    1329137.50
11-20-1989    1020712.50     297050.00    1317762.50
11-21-1989    1020712.50     299975.00    1320687.50
11-22-1989    1020712.50     306475.00    1327187.50
11-24-1989    1020712.50     324025.00    1344737.50
11-27-1989    1020712.50     333450.00    1354162.50
11-28-1989    1020712.50     332475.00    1353187.50
11-29-1989    1020712.50     323375.00    1344087.50
11-30-1989    1020712.50     338650.00    1359362.50
12-01-1989    1020712.50     364650.00    1385362.50
12-04-1989    1020712.50     368875.00    1389587.50
12-05-1989    1020712.50     356850.00    1377562.50
12-06-1989    1020712.50     350675.00    1371387.50
12-07-1989    1020712.50     347425.00    1368137.50
12-08-1989    1020712.50     349050.00    1369762.50
12-11-1989    1020712.50     350350.00    1371062.50
12-12-1989    1020712.50     370825.00    1391537.50
12-13-1989    1020712.50     377650.00    1398362.50
12-14-1989    1020712.50     356850.00    1377562.50
12-15-1989    1020712.50     352950.00    1373662.50
12-18-1989    1020712.50     310700.00    1331412.50
12-19-1989    1020712.50     307775.00    1328487.50
12-20-1989    1020712.50     312000.00    1332712.50
12-21-1989    1020712.50     322400.00    1343112.50
12-22-1989    1020712.50     332800.00    1353512.50
12-26-1989    1020712.50     328900.00    1349612.50
12-27-1989    1020712.50     347100.00    1367812.50
12-28-1989    1020712.50     357500.00    1378212.50
12-29-1989    1020712.50     366600.00    1387312.50
01-02-1990    1020712.50     407225.00    1427937.50
01-03-1990    1020712.50     402025.00    1422737.50
01-04-1990    1020712.50     390000.00    1410712.50
01-05-1990    1020712.50     355875.00    1376587.50
01-08-1990    1020712.50     375050.00    1395762.50
01-09-1990    1020712.50     340275.00    1360987.50
01-10-1990    1020712.50     334425.00    1355137.50
01-11-1990    1020712.50     338000.00    1358712.50
01-12-1990    1020712.50     267150.00    1287862.50
01-15-1990    1020712.50     255775.00    1276487.50
01-16-1990    1020712.50     274625.00    1295337.50
01-17-1990    1020712.50     252850.00    1273562.50
01-18-1990    1020712.50     266500.00    1287212.50
01-19-1990    1020712.50     275275.00    1295987.50
01-22-1990    1020712.50     205075.00    1225787.50
01-23-1990    1225787.50          0.00    1225787.50
01-24-1990    1225787.50          0.00    1225787.50
01-25-1990    1225787.50          0.00    1225787.50
01-26-1990    1225787.50          0.00    1225787.50
01-29-1990    1225787.50          0.00    1225787.50
01-30-1990    1225787.50          0.00    1225787.50
01-31-1990    1225787.50          0.00    1225787.50
02-01-1990    1225787.50          0.00    1225787.50
02-02-1990    1225787.50          0.00    1225787.50
02-05-1990    1225787.50          0.00    1225787.50
02-06-1990    1225787.50          0.00    1225787.50
02-07-1990    1225787.50          0.00    1225787.50
02-08-1990    1225787.50          0.00    1225787.50
02-09-1990    1225787.50          0.00    1225787.50
02-12-1990    1225787.50          0.00    1225787.50
02-13-1990    1225787.50          0.00    1225787.50
02-14-1990    1225787.50          0.00    1225787.50
02-15-1990    1225787.50          0.00    1225787.50
02-16-1990    1225787.50          0.00    1225787.50
02-20-1990    1225787.50          0.00    1225787.50
02-21-1990    1225787.50          0.00    1225787.50
02-22-1990    1225787.50          0.00    1225787.50
02-23-1990    1225787.50          0.00    1225787.50
02-26-1990    1225787.50          0.00    1225787.50
02-27-1990    1225787.50          0.00    1225787.50
02-28-1990    1225787.50          0.00    1225787.50
03-01-1990    1225787.50          0.00    1225787.50
03-02-1990    1225787.50          0.00    1225787.50
03-05-1990    1225787.50          0.00    1225787.50
03-06-1990    1225787.50          0.00    1225787.50
03-07-1990    1225787.50          0.00    1225787.50
03-08-1990    1225787.50          0.00    1225787.50
03-09-1990    1225787.50          0.00    1225787.50
03-12-1990    1225787.50          0.00    1225787.50
03-13-1990    1225787.50          0.00    1225787.50
03-14-1990    1225787.50          0.00    1225787.50
03-15-1990    1225787.50          0.00    1225787.50
03-16-1990    1225787.50          0.00    1225787.50
03-19-1990    1225787.50          0.00    1225787.50
03-20-1990    1225787.50          0.00    1225787.50
03-21-1990    1225787.50          0.00    1225787.50
03-22-1990    1225787.50          0.00    1225787.50
03-23-1990    1225787.50          0.00    1225787.50
03-26-1990    1225787.50          0.00    1225787.50
03-27-1990    1225787.50          0.00    1225787.50
03-28-1990    1225787.50          0.00    1225787.50
03-29-1990    1225787.50          0.00    1225787.50
03-30-1990    1225787.50          0.00    1225787.50
04-02-1990    1225787.50          0.00    1225787.50
04-03-1990    1225787.50          0.00    1225787.50
04-04-1990    1225787.50          0.00    1225787.50
04-05-1990    1225787.50          0.00    1225787.50
